task_id,workflow_id,node_id,node_class,seed,tier,memory_strategy,condition,workflow_depth,workflow_category,base_input_tokens,memory_tokens_injected,output_tokens,cost_inference,cost_injection,cost_miss_penalty,cost_accum,cost_total,warm_hit,fallback_used,retrieval_latency_ms,answer_correct,required_topics_recall,cache_read_tokens,cache_creation_tokens,end_to_end_ms,model_id
T001,T001-G-42-1d89af,extract,extract,42,haiku,full-history,G,1,Billing,67,0,95,0.0005420000000000001,0.0,0.0,0.0,0.0005420000000000001,False,False,0.825249997433275,True,1.0,0,0,1434.4977499968081,claude-haiku-4-5-20251001
T001,T001-G-42-1d89af,sql-gen,sql-gen,42,haiku,full-history,G,2,Billing,234,104,89,0.000679,0.000104,0.0,0.0,0.0007830000000000001,False,False,0.3795829979935661,True,1.0,0,0,1000.4232499995851,claude-haiku-4-5-20251001
T002,T002-G-42-600742,extract,extract,42,haiku,full-history,G,1,Billing,67,0,132,0.0007270000000000001,0.0,0.0,0.0,0.0007270000000000001,False,False,0.2821670022967737,True,1.0,0,0,1603.7652510021871,claude-haiku-4-5-20251001
T002,T002-G-42-600742,sql-gen,sql-gen,42,haiku,full-history,G,2,Billing,225,141,83,0.00064,0.00014099999999999998,0.0,0.0,0.000781,False,False,1.1549170012585819,False,1.0,0,0,980.6631249994098,claude-haiku-4-5-20251001
T003,T003-G-42-07f1fe,extract,extract,42,haiku,full-history,G,1,Billing,67,0,110,0.000617,0.0,0.0,0.0,0.000617,False,False,0.7276249998540152,True,1.0,0,0,1765.454458000022,claude-haiku-4-5-20251001
T003,T003-G-42-07f1fe,sql-gen,sql-gen,42,haiku,full-history,G,2,Billing,225,119,73,0.00059,0.00011899999999999999,0.0,0.0,0.000709,False,False,0.8241659998020623,True,1.0,0,0,944.4689160009148,claude-haiku-4-5-20251001
T004,T004-G-42-6af80e,extract,extract,42,haiku,full-history,G,1,Billing,68,0,118,0.0006580000000000001,0.0,0.0,0.0,0.0006580000000000001,False,False,0.2672080008778721,True,1.0,0,0,1708.0056250015332,claude-haiku-4-5-20251001
T004,T004-G-42-6af80e,sql-gen,sql-gen,42,haiku,full-history,G,2,Billing,215,127,55,0.00049,0.000127,0.0,0.0,0.0006169999999999999,False,False,0.7580829988000914,True,0.6666666666666666,0,0,815.6891660000838,claude-haiku-4-5-20251001
T005,T005-G-42-845856,extract,extract,42,haiku,full-history,G,1,Billing,69,0,104,0.0005890000000000001,0.0,0.0,0.0,0.0005890000000000001,False,False,0.24649999977555126,True,1.0,0,0,1653.7527500004217,claude-haiku-4-5-20251001
T005,T005-G-42-845856,sql-gen,sql-gen,42,haiku,full-history,G,2,Billing,233,113,133,0.000898,0.000113,0.0,0.0,0.001011,False,False,0.29400000130408444,True,0.6666666666666666,0,0,1675.84333400373,claude-haiku-4-5-20251001
T006,T006-G-42-e94ab1,extract,extract,42,haiku,full-history,G,1,Billing,67,0,104,0.0005870000000000001,0.0,0.0,0.0,0.0005870000000000001,False,False,0.27512499946169555,True,1.0,0,0,1693.5142080001242,claude-haiku-4-5-20251001
T006,T006-G-42-e94ab1,sql-gen,sql-gen,42,haiku,full-history,G,2,Billing,228,113,78,0.0006180000000000001,0.000113,0.0,0.0,0.0007310000000000001,False,False,0.31354100065073,False,1.0,0,0,1027.4258740028017,claude-haiku-4-5-20251001
T007,T007-G-42-e5db67,extract,extract,42,haiku,full-history,G,1,Billing,70,0,91,0.0005250000000000001,0.0,0.0,0.0,0.0005250000000000001,False,False,0.23400000281981193,True,1.0,0,0,1378.6615000026359,claude-haiku-4-5-20251001
T007,T007-G-42-e5db67,sql-gen,sql-gen,42,haiku,full-history,G,2,Billing,232,100,68,0.000572,9.999999999999999e-05,0.0,0.0,0.0006720000000000001,False,False,0.30320899895741604,True,0.6666666666666666,0,0,1924.2072090019064,claude-haiku-4-5-20251001
T008,T008-G-42-a7117f,extract,extract,42,haiku,full-history,G,1,Billing,64,0,143,0.0007790000000000001,0.0,0.0,0.0,0.0007790000000000001,False,False,0.39900000047055073,True,0.6666666666666666,0,0,2127.296999999089,claude-haiku-4-5-20251001
T008,T008-G-42-a7117f,sql-gen,sql-gen,42,haiku,full-history,G,2,Billing,214,144,113,0.0007790000000000001,0.000144,0.0,0.0,0.0009230000000000001,False,False,0.6075000019336585,True,0.6666666666666666,0,0,973.0815830007487,claude-haiku-4-5-20251001
T009,T009-G-42-d48b3b,extract,extract,42,haiku,full-history,G,1,Billing,74,0,110,0.000624,0.0,0.0,0.0,0.000624,False,False,0.2725830017880071,True,1.0,0,0,1454.534500000591,claude-haiku-4-5-20251001
T009,T009-G-42-d48b3b,sql-gen,sql-gen,42,haiku,full-history,G,2,Billing,233,119,242,0.001443,0.00011899999999999999,0.0,0.0,0.001562,False,False,0.28279199977987446,False,0.5,0,0,2046.1378330001025,claude-haiku-4-5-20251001
T009,T009-G-42-d48b3b,billing-recon,billing-recon,42,haiku,full-history,G,3,Billing,514,338,300,0.002014,0.000338,0.0,0.0,0.002352,False,False,0.26412499937578104,True,0.75,0,0,5126.485166998464,claude-haiku-4-5-20251001
